id,sensorId,timestamp,chan_0,chan_1,chan_2,chan_3
1290615,20041,2021-10-10T12:00:34.000Z,1588,95,4266,256
1290659,20041,2021-10-10T12:01:34.000Z,500,30,1155,69
1290703,20041,2021-10-10T12:02:34.000Z,104,6,195,11
1290747,20041,2021-10-10T12:03:34.000Z,153,9,286,17
1290791,20041,2021-10-10T12:04:34.000Z,1891,113,2022,121
1290835,20041,2021-10-10T12:05:34.000Z,2382,142,3280,196
1290879,20041,2021-10-10T12:06:34.000Z,1204,72,3148,188
1290923,20041,2021-10-10T12:07:34.000Z,1137,68,2531,151
1290967,20041,2021-10-10T12:08:34.000Z,1402,84,3168,190
1291011,20041,2021-10-10T12:09:34.000Z,1593,95,3506,210
1291055,20041,2021-10-10T12:10:34.000Z,2571,154,4333,260
1291099,20041,2021-10-10T12:11:34.000Z,1308,78,2502,150
1291143,20041,2021-10-10T12:12:34.000Z,824,49,2568,154
1291187,20041,2021-10-10T12:13:34.000Z,231,13,1142,68
1291231,20041,2021-10-10T12:14:34.000Z,1308,78,1893,113
1291275,20041,2021-10-10T12:15:34.000Z,37,2,80,4
1291319,20041,2021-10-10T12:16:34.000Z,2,0,0,0
1291363,20041,2021-10-10T12:17:34.000Z,211,12,773,46
1291407,20041,2021-10-10T12:18:34.000Z,0,0,0,0
1291451,20041,2021-10-10T12:19:34.000Z,648,38,1520,91
1291495,20041,2021-10-10T12:20:34.000Z,0,0,0,0
1291539,20041,2021-10-10T12:21:34.000Z,0,0,0,0
1291583,20041,2021-10-10T12:22:34.000Z,0,0,0,0
1291627,20041,2021-10-10T12:23:34.000Z,0,0,0,0
1291671,20041,2021-10-10T12:24:34.000Z,0,0,0,0
1291715,20041,2021-10-10T12:25:34.000Z,0,0,0,0
1291759,20041,2021-10-10T12:26:34.000Z,0,0,0,0
1291803,20041,2021-10-10T12:27:34.000Z,0,0,0,0
1291847,20041,2021-10-10T12:28:34.000Z,0,0,0,0
1291891,20041,2021-10-10T12:29:34.000Z,0,0,0,0
1291935,20041,2021-10-10T12:30:34.000Z,0,0,0,0
1291979,20041,2021-10-10T12:31:34.000Z,0,0,0,0
1292023,20041,2021-10-10T12:32:34.000Z,0,0,0,0
1292067,20041,2021-10-10T12:33:34.000Z,0,0,0,0
1292111,20041,2021-10-10T12:34:34.000Z,0,0,0,0
1292155,20041,2021-10-10T12:35:34.000Z,0,0,0,0
1292199,20041,2021-10-10T12:36:34.000Z,0,0,0,0
1292243,20041,2021-10-10T12:37:34.000Z,0,0,0,0
1292287,20041,2021-10-10T12:38:34.000Z,0,0,0,0
1292331,20041,2021-10-10T12:39:34.000Z,0,0,0,0
1292375,20041,2021-10-10T12:40:34.000Z,0,0,0,0
1292419,20041,2021-10-10T12:41:34.000Z,0,0,0,0
1292463,20041,2021-10-10T12:42:34.000Z,0,0,0,0
1292507,20041,2021-10-10T12:43:34.000Z,0,0,0,0
1292551,20041,2021-10-10T12:44:34.000Z,0,0,0,0
1292595,20041,2021-10-10T12:45:34.000Z,0,0,0,0
1292639,20041,2021-10-10T12:46:34.000Z,0,0,0,0
1292683,20041,2021-10-10T12:47:34.000Z,0,0,0,0
1292727,20041,2021-10-10T12:48:34.000Z,0,0,0,0
1292771,20041,2021-10-10T12:49:34.000Z,0,0,0,0
1292815,20041,2021-10-10T12:50:34.000Z,0,0,0,0
1292859,20041,2021-10-10T12:51:34.000Z,0,0,0,0
1292903,20041,2021-10-10T12:52:34.000Z,0,0,0,0
1292947,20041,2021-10-10T12:53:34.000Z,0,0,0,0
1292991,20041,2021-10-10T12:54:34.000Z,0,0,0,0
1293035,20041,2021-10-10T12:55:34.000Z,0,0,0,0
1293079,20041,2021-10-10T12:56:34.000Z,0,0,0,0
1293115,20041,2021-10-10T12:57:34.000Z,0,0,0,0
1293159,20041,2021-10-10T12:58:34.000Z,0,0,0,0
1293203,20041,2021-10-10T12:59:34.000Z,0,0,0,0
1293247,20041,2021-10-10T13:00:34.000Z,0,0,0,0
1293291,20041,2021-10-10T13:01:34.000Z,0,0,0,0
1293335,20041,2021-10-10T13:02:34.000Z,0,0,0,0
1293379,20041,2021-10-10T13:03:34.000Z,0,0,0,0
1293423,20041,2021-10-10T13:04:34.000Z,0,0,0,0
1293467,20041,2021-10-10T13:05:34.000Z,0,0,0,0
1293511,20041,2021-10-10T13:06:34.000Z,0,0,0,0
1293555,20041,2021-10-10T13:07:34.000Z,0,0,0,0
1293599,20041,2021-10-10T13:08:34.000Z,0,0,0,0
1293643,20041,2021-10-10T13:09:34.000Z,0,0,0,0
1293687,20041,2021-10-10T13:10:34.000Z,0,0,0,0
1293731,20041,2021-10-10T13:11:34.000Z,0,0,0,0
1293775,20041,2021-10-10T13:12:34.000Z,0,0,0,0
1293819,20041,2021-10-10T13:13:34.000Z,0,0,0,0
1293863,20041,2021-10-10T13:14:34.000Z,0,0,0,0
1293907,20041,2021-10-10T13:15:34.000Z,0,0,0,0
1293951,20041,2021-10-10T13:16:34.000Z,0,0,0,0
1293995,20041,2021-10-10T13:17:34.000Z,0,0,0,0
1294039,20041,2021-10-10T13:18:34.000Z,0,0,0,0
1294083,20041,2021-10-10T13:19:34.000Z,0,0,0,0
1294127,20041,2021-10-10T13:20:34.000Z,0,0,0,0
1294171,20041,2021-10-10T13:21:34.000Z,0,0,0,0
1294215,20041,2021-10-10T13:22:34.000Z,0,0,0,0
1294259,20041,2021-10-10T13:23:34.000Z,0,0,0,0
1294303,20041,2021-10-10T13:24:34.000Z,0,0,0,0
1294347,20041,2021-10-10T13:25:34.000Z,8,0,82,4
1294391,20041,2021-10-10T13:26:34.000Z,0,0,1068,64
1294435,20041,2021-10-10T13:27:34.000Z,0,0,0,0
1294479,20041,2021-10-10T13:28:34.000Z,0,0,0,0
1294523,20041,2021-10-10T13:29:34.000Z,0,0,0,0
1294567,20041,2021-10-10T13:30:34.000Z,0,0,0,0
1294611,20041,2021-10-10T13:31:34.000Z,0,0,0,0
1294655,20041,2021-10-10T13:32:34.000Z,0,0,0,0
1294699,20041,2021-10-10T13:33:34.000Z,0,0,0,0
1294743,20041,2021-10-10T13:34:34.000Z,0,0,0,0
1294787,20041,2021-10-10T13:35:34.000Z,0,0,0,0
1294831,20041,2021-10-10T13:36:34.000Z,0,0,0,0
1294875,20041,2021-10-10T13:37:34.000Z,0,0,0,0
1294919,20041,2021-10-10T13:38:34.000Z,0,0,2,0
1294963,20041,2021-10-10T13:39:34.000Z,0,0,0,0
1295007,20041,2021-10-10T13:40:34.000Z,0,0,2,0
1295051,20041,2021-10-10T13:41:34.000Z,0,0,0,0
1295095,20041,2021-10-10T13:42:34.000Z,0,0,0,0
1295139,20041,2021-10-10T13:43:34.000Z,0,0,0,0
1295183,20041,2021-10-10T13:44:34.000Z,0,0,0,0
1295227,20041,2021-10-10T13:45:34.000Z,0,0,0,0
1295271,20041,2021-10-10T13:46:34.000Z,0,0,0,0
1295315,20041,2021-10-10T13:47:34.000Z,0,0,0,0
1295359,20041,2021-10-10T13:48:34.000Z,0,0,2,0
1295403,20041,2021-10-10T13:49:34.000Z,0,0,0,0
