id,sensorId,timestamp,chan_0,chan_1,chan_2,chan_3,chan_4,chan_5
1290609,62706,2021-10-10T12:00:18.000Z,0,0,0,0,0,0
1290653,62706,2021-10-10T12:01:18.000Z,0,0,0,0,0,0
1290697,62706,2021-10-10T12:02:18.000Z,0,0,0,0,0,0
1290741,62706,2021-10-10T12:03:18.000Z,0,0,0,0,0,0
1290785,62706,2021-10-10T12:04:18.000Z,0,0,0,0,0,0
1290829,62706,2021-10-10T12:05:18.000Z,0,0,0,0,0,0
1290873,62706,2021-10-10T12:06:18.000Z,0,0,0,0,0,0
1290917,62706,2021-10-10T12:07:18.000Z,0,0,0,0,0,0
1290961,62706,2021-10-10T12:08:18.000Z,0,0,0,0,0,0
1291005,62706,2021-10-10T12:09:18.000Z,0,0,0,0,0,0
1291049,62706,2021-10-10T12:10:18.000Z,0,0,0,0,0,0
1291093,62706,2021-10-10T12:11:18.000Z,0,0,0,0,0,0
1291137,62706,2021-10-10T12:12:18.000Z,0,0,0,0,0,0
1291181,62706,2021-10-10T12:13:18.000Z,0,0,0,0,0,0
1291225,62706,2021-10-10T12:14:18.000Z,0,0,0,0,0,0
1291269,62706,2021-10-10T12:15:18.000Z,0,0,0,0,0,0
1291313,62706,2021-10-10T12:16:18.000Z,0,0,0,0,0,0
1291357,62706,2021-10-10T12:17:18.000Z,0,0,0,0,0,0
1291401,62706,2021-10-10T12:18:20.000Z,0,0,0,0,0,0
1291445,62706,2021-10-10T12:19:18.000Z,0,0,0,0,0,0
1291489,62706,2021-10-10T12:20:18.000Z,0,0,0,0,0,0
1291533,62706,2021-10-10T12:21:18.000Z,0,0,0,0,0,0
1291577,62706,2021-10-10T12:22:18.000Z,0,0,0,0,0,0
1291621,62706,2021-10-10T12:23:18.000Z,0,0,0,0,0,0
1291665,62706,2021-10-10T12:24:18.000Z,0,0,0,0,0,0
1291709,62706,2021-10-10T12:25:18.000Z,0,0,0,0,0,0
1291753,62706,2021-10-10T12:26:18.000Z,0,0,0,0,0,0
1291797,62706,2021-10-10T12:27:18.000Z,0,0,0,0,0,0
1291841,62706,2021-10-10T12:28:18.000Z,0,0,0,0,0,0
1291885,62706,2021-10-10T12:29:18.000Z,0,0,0,0,0,0
1291929,62706,2021-10-10T12:30:18.000Z,0,0,0,0,0,0
1291973,62706,2021-10-10T12:31:18.000Z,0,0,0,0,0,0
1292017,62706,2021-10-10T12:32:18.000Z,0,0,0,0,0,0
1292061,62706,2021-10-10T12:33:18.000Z,0,0,0,0,0,0
1292105,62706,2021-10-10T12:34:18.000Z,0,0,0,0,0,0
1292149,62706,2021-10-10T12:35:18.000Z,0,0,0,0,0,0
1292193,62706,2021-10-10T12:36:18.000Z,0,0,0,0,0,0
1292237,62706,2021-10-10T12:37:18.000Z,0,0,0,0,0,0
1292281,62706,2021-10-10T12:38:18.000Z,0,0,0,0,0,0
1292325,62706,2021-10-10T12:39:18.000Z,0,0,0,0,0,0
1292369,62706,2021-10-10T12:40:18.000Z,0,0,0,0,0,0
1292413,62706,2021-10-10T12:41:18.000Z,0,0,0,0,0,0
1292457,62706,2021-10-10T12:42:18.000Z,0,0,0,0,0,0
1292501,62706,2021-10-10T12:43:18.000Z,0,0,0,0,0,0
